"12/25/2021 23:06","3512B Starboard (4TN00223)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","RPM","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C"
"Sample #","Desired Engine Speed","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1375,847,4,341,15,850,100.5,100.5,0.0,262,228
1376,847,4,341,15,846,100.5,100.5,0.0,262,247
1377,847,4,341,15,843,100.5,100.5,0.0,276,247
1378,847,4,340,15,845,100.5,100.5,0.0,276,252
1379,847,4,341,15,850,100.5,100.5,0.1,257,252
1380,847,4,340,15,844,100.5,100.5,0.0,257,237
1381,847,4,340,15,847,100.5,100.5,0.1,252,237
1382,847,4,340,15,847,100.5,100.5,0.0,252,247
1383,847,2,340,15,845,100.5,100.5,0.0,257,233
1384,846,4,339,15,843,100.5,100.5,0.0,257,233
1385,847,2,339,15,849,100.5,100.5,0.0,276,233
1386,846,4,339,15,845,100.5,100.5,0.0,276,233
1387,847,4,339,15,850,100.5,100.5,0.1,276,242
1388,846,4,339,15,846,100.5,100.5,0.0,252,242
1389,847,4,339,15,846,100.5,100.5,0.0,252,252
1390,847,4,340,15,845,100.5,100.5,0.0,276,252
1391,847,4,339,15,847,100.5,100.5,0.0,276,252
1392,846,6,339,15,844,100.5,100.5,0.0,252,237
1393,846,4,339,15,844,100.5,100.5,0.0,252,237
1394,847,4,338,15,843,100.5,100.5,0.0,257,223
1395,847,4,338,15,843,100.5,100.5,0.1,247,223
1396,847,4,336,15,838,100.5,100.5,-0.7,247,233
1397,847,2,335,15,842,100.5,100.5,0.0,271,233
1398,847,6,334,15,838,100.5,100.5,-0.7,271,228
1399,847,4,333,15,836,100.5,100.5,0.0,266,237
1400,847,4,332,15,835,100.5,100.5,0.0,266,237
1401,847,6,332,15,840,100.5,100.5,-0.7,271,247
1402,847,4,331,15,841,100.5,100.5,0.0,276,247
1403,847,6,331,15,844,100.5,100.5,0.1,276,247
1404,847,4,332,15,846,100.5,100.5,0.0,276,247
1405,847,6,332,15,846,100.5,100.5,0.1,276,228
1406,847,4,332,15,848,100.5,100.5,0.1,266,228
1407,847,6,331,15,847,100.5,100.5,0.0,266,228
1408,847,4,332,15,845,100.5,100.5,0.0,266,237
1409,847,6,332,15,850,100.5,100.5,0.0,271,237
1410,847,4,333,15,847,100.5,100.5,0.0,271,237
1411,847,4,334,15,847,100.5,100.5,-0.7,266,237
1412,847,6,334,15,852,100.5,100.5,0.1,266,233
1413,847,6,335,15,848,100.5,100.5,0.1,271,252
1414,847,4,335,15,845,100.5,100.5,0.0,271,252
1415,847,6,335,15,847,100.5,100.5,0.1,262,237
1416,847,6,334,15,850,100.5,100.5,0.0,271,237
1417,847,4,335,15,851,100.5,100.5,0.0,271,242
1418,847,4,335,15,850,100.5,100.5,0.1,280,242
1419,846,6,335,15,857,100.5,100.5,0.0,280,252
1420,846,6,337,15,852,100.5,100.5,0.1,285,242
1421,847,6,338,15,855,100.5,100.5,0.0,285,242
1422,847,6,339,15,850,100.5,100.5,0.0,290,237
1423,847,4,340,15,856,100.5,100.5,0.0,271,237
1424,847,4,340,15,851,100.5,100.5,0.0,271,257
1425,847,6,340,15,853,100.5,100.5,0.0,266,257
1426,847,6,340,15,854,100.5,100.5,0.0,266,257
1427,847,4,340,15,852,100.5,100.5,-0.7,276,257
1428,847,4,340,15,849,100.5,100.5,-0.7,276,257
1429,847,6,340,15,849,100.5,100.5,0.0,276,257
1430,847,4,339,15,848,100.5,100.5,0.0,276,257
1431,847,6,339,15,850,100.5,100.5,0.0,276,237
1432,846,4,340,15,846,100.5,100.5,-0.7,280,237
1433,847,6,339,15,848,100.5,100.5,0.0,280,262
1434,847,4,339,15,849,100.5,100.5,0.0,266,237
1435,846,4,339,15,849,100.5,100.5,0.0,266,237
1436,847,4,338,15,849,100.5,100.5,0.1,262,242
1437,847,4,338,15,846,100.5,100.5,0.0,266,242
1438,847,4,339,15,847,100.5,100.5,0.1,266,242
1439,847,4,339,15,844,100.5,100.5,0.0,276,242
1440,847,6,338,15,848,100.5,100.5,0.0,276,257
1441,847,4,338,15,846,100.5,100.5,0.1,262,257
1442,846,4,338,15,846,100.5,100.5,0.0,262,257
1443,847,4,339,15,849,100.5,100.5,0.0,262,242
1444,847,2,339,15,847,100.5,100.5,0.0,262,242
1445,847,4,338,15,847,100.5,100.5,0.0,262,233
1446,847,6,338,15,847,100.5,100.5,0.1,280,233
1447,1008,4,338,28,848,100.5,100.5,0.0,280,233
1448,1087,4,337,34,927,100.5,100.5,0.0,280,237
1449,1087,4,337,34,975,100.5,100.5,0.0,280,237
1450,1087,4,351,34,1026,100.5,100.5,0.1,280,247
1451,1089,4,358,34,1062,100.5,100.5,0.0,280,247
1452,1087,6,363,34,1109,100.5,100.5,0.0,280,257
1453,1086,6,364,34,1142,100.5,100.5,0.0,304,257
1454,1087,8,377,34,1120,100.5,100.5,0.1,304,257
1455,1087,8,377,34,1096,100.5,100.5,0.0,299,271
1456,1087,8,381,34,1085,100.5,100.5,0.0,299,271
1457,1085,8,381,34,1082,100.5,100.5,0.0,318,266
1458,1087,10,381,34,1081,100.5,100.5,-0.7,290,266
1459,1087,8,381,34,1079,100.5,100.5,0.0,290,262
1460,1084,10,382,33,1083,100.5,100.5,0.0,308,262
1461,1087,10,382,34,1088,100.5,100.5,-0.7,308,266
1462,1087,10,382,34,1087,100.5,100.5,0.0,327,266
1463,1085,12,383,33,1087,100.5,100.5,0.0,327,266
1464,1087,10,383,34,1089,100.5,100.5,0.0,327,271
1465,1088,10,383,34,1091,100.5,100.5,0.0,308,271
1466,1088,10,383,34,1088,100.5,100.5,0.1,308,290
1467,1088,10,383,34,1089,100.5,100.5,0.0,332,290
1468,1090,12,384,34,1088,100.5,100.5,0.0,332,280
1469,1089,10,383,34,1083,100.5,100.5,0.0,322,285
1470,1089,12,383,34,1087,100.5,100.5,0.0,322,285
1471,1089,12,383,34,1091,100.5,100.5,0.0,322,285
1472,1089,12,384,34,1091,100.5,100.5,0.0,336,285
1473,1090,10,384,34,1091,100.5,100.5,0.0,336,276
1474,1090,10,385,34,1099,100.5,100.5,0.0,318,276
1475,1090,12,385,34,1096,100.5,100.5,0.0,318,299
1476,1088,14,385,34,1094,100.5,100.5,0.0,313,285
1477,1089,10,385,34,1092,100.5,100.5,0.0,313,285
1478,1088,10,385,34,1093,100.5,100.5,0.0,332,285
1479,1089,12,385,34,1094,100.5,100.5,-0.7,322,285
1480,1088,10,386,34,1092,100.5,100.5,0.0,322,304
1481,1089,12,385,34,1093,100.5,100.5,0.0,327,304
1482,1088,12,385,34,1089,100.5,100.5,0.0,327,290
1483,1088,12,386,34,1087,100.5,100.5,0.0,318,304
1484,1089,10,386,34,1091,100.5,100.5,0.1,318,304
1485,1088,10,386,34,1093,100.5,100.5,0.1,332,299
1486,1089,10,386,34,1091,100.5,100.5,0.0,336,299
1487,1088,10,386,34,1091,100.5,100.5,0.0,336,308
1488,1090,12,386,34,1089,100.5,100.5,0.0,318,308
1489,1089,12,386,34,1088,100.5,100.5,-0.7,318,285
1490,1090,10,386,34,1092,100.5,100.5,0.0,322,285
1491,1089,10,386,34,1092,100.5,100.5,-0.7,322,299
1492,1090,10,386,34,1091,100.5,100.5,0.1,332,280
1493,1088,12,386,34,1086,100.5,100.5,0.0,308,280
1494,1088,12,387,34,1090,100.5,100.5,0.0,308,304
1495,1089,10,386,34,1090,100.5,100.5,0.1,322,304
1496,1089,10,387,34,1090,100.5,100.5,0.0,322,308
1497,1088,10,386,34,1089,100.5,100.5,0.0,313,308
1498,1090,12,386,34,1091,100.5,100.5,0.0,313,304
1499,1088,10,387,34,1098,100.5,100.5,0.0,318,304
1500,1090,12,387,34,1096,100.5,100.5,0.0,322,285
1501,1089,12,387,34,1099,100.5,100.5,0.0,322,285
1502,1088,12,387,34,1095,100.5,100.5,0.0,327,299
1503,1089,10,387,34,1087,100.5,100.5,0.1,327,299
1504,1090,10,388,34,1087,100.5,100.5,0.0,313,313
1505,1089,12,387,34,1089,100.5,100.5,0.0,313,313
1506,1090,10,387,34,1089,100.5,100.5,0.1,308,304
1507,1090,12,387,34,1090,100.5,100.5,0.1,308,308
1508,1089,12,387,34,1088,100.5,100.5,0.0,322,308
1509,1090,12,388,34,1091,100.5,100.5,0.0,322,313
1510,1089,10,388,34,1091,100.5,100.5,0.0,318,313
1511,1088,10,387,34,1091,100.5,100.5,0.0,318,280
1512,1090,10,387,34,1091,100.5,100.5,0.0,322,280
1513,1090,12,388,34,1090,100.5,100.5,0.0,322,280
1514,1089,10,387,34,1096,100.5,100.5,0.0,327,285
1515,1090,10,388,34,1089,100.5,100.5,0.1,318,285
1516,1089,10,387,34,1091,100.5,100.5,0.0,318,299
1517,1088,10,388,34,1098,100.5,100.5,0.0,322,299
1518,1090,8,388,34,1093,100.5,100.5,0.0,322,304
1519,1089,10,388,34,1091,100.5,100.5,0.0,327,304
1520,1090,10,387,34,1086,100.5,100.5,0.0,327,280
1521,1090,10,388,34,1090,100.5,100.5,0.1,304,304
1522,1090,12,387,34,1087,100.5,100.5,-0.7,304,304
1523,1089,10,388,34,1091,100.5,100.5,0.0,322,290
1524,1090,12,388,34,1090,100.5,100.5,0.0,322,290
1525,1090,10,388,34,1095,100.5,100.5,0.0,299,280
1526,1089,10,388,34,1090,100.5,100.5,-0.7,299,280
1527,1089,10,388,34,1087,100.5,100.5,0.0,308,285
1528,1090,10,388,34,1089,100.5,100.5,-0.7,308,285
1529,1089,10,388,34,1092,100.5,100.5,0.1,308,304
1530,1088,10,388,34,1092,100.5,100.5,0.1,304,304
1531,1088,10,388,34,1088,100.5,100.5,0.0,304,285
1532,1088,10,387,34,1088,100.5,100.5,0.0,304,304
1533,1090,10,388,34,1091,100.5,100.5,0.0,304,304
1534,1089,10,388,34,1093,100.5,100.5,0.0,313,285
1535,1090,10,388,34,1094,100.5,100.5,0.0,318,285
1536,1089,8,388,34,1089,100.5,100.5,0.0,318,271
1537,1088,10,388,34,1086,100.5,100.5,0.0,290,271
1538,1088,8,388,34,1085,100.5,100.5,0.0,290,285
1539,1090,8,388,34,1091,100.5,100.5,0.0,299,271
1540,1088,8,387,34,1089,100.5,100.5,0.0,299,271
1541,1089,8,387,34,1086,100.5,100.5,0.0,299,280
1542,1089,8,387,34,1089,100.5,100.5,0.0,299,280
1543,1090,10,387,34,1083,100.5,100.5,0.0,299,285
1544,1088,8,387,34,1089,100.5,100.5,0.0,313,285
1545,1090,8,387,34,1091,100.5,100.5,0.0,313,271
1546,1090,10,387,34,1091,100.5,100.5,0.0,290,285
1547,1089,10,387,34,1090,100.5,100.5,0.0,290,285
1548,1088,10,388,34,1088,100.5,100.5,0.0,304,285
1549,1088,10,387,34,1090,100.5,100.5,0.0,304,285
1550,1089,8,388,34,1088,100.5,100.5,0.0,304,266
1551,1089,10,388,34,1091,100.5,100.5,0.1,299,276
1552,1090,10,388,34,1086,100.5,100.5,0.1,299,276
1553,1089,8,387,34,1089,100.5,100.5,0.0,299,271
1554,1090,8,388,34,1086,100.5,100.5,0.0,299,271
1555,1088,8,388,34,1085,100.5,100.5,0.0,299,271
1556,1089,10,387,34,1090,100.5,100.5,0.1,290,271
1557,1088,10,387,34,1091,100.5,100.5,0.0,290,280
1558,1090,10,387,34,1091,100.5,100.5,0.0,304,280
1559,1090,10,387,34,1089,100.5,100.5,0.0,304,280
1560,1090,8,387,34,1089,100.5,100.5,0.0,304,280
1561,1090,8,387,34,1088,100.5,100.5,0.0,304,280
1562,1088,10,387,34,1084,100.5,100.5,0.1,313,285
1563,1090,8,387,34,1085,100.5,100.5,-0.7,285,285
1564,1090,8,387,34,1086,100.5,100.5,0.0,285,271
1565,1090,10,387,34,1084,100.5,100.5,0.0,308,271
1566,1110,8,387,35,1088,100.5,100.5,0.0,308,276
1567,1437,10,387,60,1161,100.5,100.5,0.1,285,285
1568,1437,10,390,60,1234,100.5,100.5,0.0,285,285
1569,1437,12,397,60,1288,100.5,100.5,0.0,313,271
1570,1435,12,400,60,1331,100.5,100.5,0.0,322,271
1571,1437,16,404,60,1363,100.5,100.5,0.0,322,280
1572,1435,16,412,60,1409,100.5,100.5,0.0,313,280
1573,1437,18,419,60,1446,100.0,100.5,0.0,313,290
1574,1435,22,421,60,1473,100.0,100.5,0.0,332,308
1575,1437,24,434,60,1466,100.0,100.5,0.0,332,308
1576,1435,28,439,60,1444,100.0,100.5,0.0,354,327
1577,1435,30,442,60,1440,100.0,100.5,0.1,354,327
1578,1437,26,442,60,1430,100.0,100.5,0.0,354,322
1579,1437,30,443,60,1427,100.0,100.5,0.0,363,322
1580,1438,30,443,60,1432,100.0,100.5,0.0,363,332
1581,1435,32,443,60,1435,100.0,100.5,0.0,363,332
1582,1437,30,443,60,1434,100.0,100.5,0.0,363,336
1583,1438,30,443,60,1438,100.0,100.5,0.0,363,336
1584,1435,34,444,60,1435,100.0,100.5,0.0,373,332
1585,1435,34,444,60,1434,100.0,100.5,0.0,373,332
1586,1435,34,445,60,1440,100.0,100.5,0.0,373,354
1587,1437,32,446,60,1441,100.0,100.5,0.1,373,354
1588,1437,34,446,60,1435,100.0,100.5,0.0,382,349
1589,1438,34,446,60,1441,100.0,100.5,0.0,382,363
1590,1438,34,447,60,1430,100.0,100.5,0.0,382,363
1591,1438,34,446,60,1428,100.0,100.5,0.0,382,345
1592,1437,34,444,60,1416,100.0,100.5,0.0,395,345
1593,1437,36,443,60,1418,100.0,100.0,0.0,409,349
1594,1438,34,442,60,1422,100.0,100.5,0.0,409,349
1595,1438,36,442,60,1435,100.0,100.0,0.1,404,354
1596,1438,36,443,60,1430,100.0,100.0,0.0,404,368
1597,1437,36,443,60,1439,100.0,100.0,0.0,414,368
1598,1437,38,443,60,1441,100.0,100.0,0.0,414,363
1599,1438,38,444,60,1439,100.0,100.5,0.1,414,363
1600,1437,40,444,60,1440,100.0,100.0,0.0,422,382
1601,1437,36,444,60,1440,100.0,100.0,0.1,422,382
1602,1437,40,445,60,1443,100.0,100.0,0.0,422,386
1603,1437,38,445,60,1438,100.0,100.0,0.0,422,386
1604,1435,36,445,60,1440,100.0,100.0,0.1,404,386
1605,1435,40,446,60,1448,100.0,100.0,0.0,404,382
1606,1438,36,446,60,1454,100.0,100.0,0.0,422,382
1607,1435,42,446,60,1456,100.0,100.0,0.0,427,386
1608,1435,38,448,60,1448,100.0,100.0,0.0,427,386
1609,1435,38,449,60,1448,100.0,100.0,0.0,414,373
1610,1438,34,448,60,1437,100.0,100.0,0.0,414,382
1611,1438,36,449,60,1437,100.0,100.0,0.2,409,382
1612,1438,36,448,60,1437,100.0,100.0,0.1,409,400
1613,1437,36,448,60,1434,100.0,100.5,0.1,422,400
1614,1435,38,449,60,1440,100.0,100.0,0.0,427,386
1615,1437,34,448,60,1432,100.0,100.5,0.1,427,386
1616,1438,36,448,60,1435,100.0,100.0,0.1,427,386
1617,1437,38,448,60,1433,100.0,100.0,0.1,427,386
1618,1435,34,447,60,1433,100.0,100.5,0.1,431,386
1619,1435,36,448,60,1435,100.0,100.5,0.0,431,395
1620,1435,38,448,60,1436,100.0,100.5,0.1,436,395
1621,1435,36,448,60,1430,100.0,100.5,0.1,414,390
1622,1406,34,448,60,1439,100.0,100.0,0.0,414,390
1623,846,30,450,15,1306,100.0,100.5,0.1,427,409
1624,846,28,439,15,1194,100.0,100.5,0.1,427,390
1625,846,24,427,15,1092,100.5,100.5,0.0,404,390
1626,846,20,413,15,1003,100.5,100.5,0.1,404,377
1627,846,18,413,15,943,100.5,100.5,0.0,409,377
1628,846,16,402,15,894,100.5,100.5,0.0,404,386
1629,845,16,390,15,859,100.5,100.5,0.0,404,386
1630,846,12,369,15,842,100.5,100.5,0.0,386,368
1631,845,12,362,15,838,100.5,100.5,0.0,386,368
1632,845,12,356,15,834,100.5,100.5,0.0,363,368
1633,846,10,353,15,843,100.5,100.5,0.0,363,340
1634,846,10,350,15,844,100.5,100.5,0.0,373,340
1635,908,8,350,16,847,100.5,100.5,0.0,359,340
1636,1189,8,345,41,932,100.5,100.5,0.0,359,340
1637,1206,10,351,42,1036,100.5,100.5,0.1,345,332
1638,1207,8,360,43,1135,100.5,100.5,0.0,345,332
1639,1207,10,370,43,1200,100.5,100.5,0.0,359,332
1640,1207,12,379,43,1226,100.5,100.5,0.0,359,349
1641,1206,14,388,43,1235,100.5,100.5,0.0,373,349
1642,1206,12,393,43,1220,100.5,100.5,0.0,373,349
1643,1206,14,397,43,1211,100.5,100.5,0.0,373,349
1644,1207,14,399,43,1209,100.5,100.5,0.0,386,332
1645,1205,14,399,43,1203,100.5,100.5,0.0,386,340
1646,1206,14,401,43,1205,100.5,100.5,0.2,368,340
1647,1205,16,402,43,1204,100.5,100.5,0.0,368,345
1648,1207,14,402,43,1207,100.5,100.5,0.0,386,345
1649,1207,16,403,43,1203,100.5,100.5,0.1,382,354
1650,1207,16,403,43,1203,100.5,100.5,0.1,382,354
1651,1207,16,403,43,1203,100.5,100.5,0.0,373,345
1652,1207,14,403,43,1201,100.5,100.5,0.0,373,345
1653,1207,14,403,43,1201,100.5,100.5,0.0,382,345
1654,1207,16,404,43,1204,100.5,100.5,0.0,382,332
1655,1206,16,403,43,1203,100.5,100.5,0.1,359,332
1656,1207,16,404,43,1202,100.5,100.5,0.0,373,359
1657,1207,16,404,43,1202,100.5,100.5,0.0,373,359
1658,1206,16,403,43,1204,100.5,100.5,0.0,377,354
1659,1206,16,404,43,1202,100.5,100.5,0.0,377,340
1660,1206,16,404,43,1202,100.5,100.5,0.0,377,340
1661,1207,18,403,43,1201,100.5,100.5,0.0,377,349
1662,1207,18,403,43,1201,100.5,100.5,0.0,373,349
1663,1207,18,403,43,1207,100.5,100.5,0.0,373,332
1664,1207,18,403,43,1207,100.5,100.5,0.0,377,332
1665,1207,18,403,42,1203,100.5,100.5,0.0,377,336
1666,1206,18,403,43,1206,100.5,100.5,0.0,373,354
1667,1206,18,403,43,1206,100.5,100.5,0.0,373,354
1668,1207,16,404,43,1201,100.5,100.5,0.0,359,345
1669,1206,16,403,43,1200,100.5,100.5,0.0,359,345
1670,1204,18,403,42,1200,100.5,100.5,0.0,373,354
1671,1207,18,402,43,1202,100.5,100.5,0.0,373,354
1672,1205,18,403,42,1207,100.5,100.5,0.0,386,332
1673,1206,16,403,43,1205,100.5,100.5,0.0,377,340
1674,1206,16,403,43,1205,100.5,100.5,0.0,377,340
1675,952,16,404,23,1183,100.5,100.5,0.0,368,340
1676,952,16,404,23,1183,100.5,100.5,0.0,368,359
1677,848,14,400,15,972,100.5,100.5,0.1,363,359
1678,848,14,400,15,972,100.5,100.5,0.1,363,340
1679,848,12,385,15,868,100.5,100.5,0.0,368,345
1680,850,12,375,15,850,100.5,100.5,0.0,359,345
1681,850,12,375,15,850,100.5,100.5,0.0,359,332
1682,848,10,360,15,841,100.5,100.5,0.1,354,332
1683,849,10,355,15,843,100.5,100.5,0.0,354,327
1684,849,8,350,15,837,100.5,100.5,0.0,340,327
1685,848,10,347,15,839,100.5,100.5,0.0,340,313
1686,849,8,346,15,844,100.5,100.5,0.1,340,327
1687,849,8,344,15,847,100.5,100.5,0.1,327,327
1688,849,8,344,15,847,100.5,100.5,0.1,327,332
1689,848,8,344,15,850,100.5,100.5,0.2,327,332
1690,848,8,344,15,848,100.5,100.5,0.0,327,308
1691,849,6,343,15,848,100.5,100.5,0.1,318,308
1692,849,6,343,15,848,100.5,100.5,0.1,318,304
1693,849,6,342,15,845,100.5,100.5,0.0,327,304
1694,848,8,342,15,849,100.5,100.5,0.0,332,304
1695,849,6,342,15,842,100.5,100.5,0.1,332,304
1696,849,6,342,15,842,100.5,100.5,0.1,327,308
1697,848,6,342,15,845,100.5,100.5,0.0,327,308
1698,847,8,342,15,848,100.5,100.5,0.0,308,304
1699,847,6,342,15,848,100.5,100.5,0.1,308,308
1700,847,6,342,15,848,100.5,100.5,0.1,308,308
1701,848,6,343,15,849,100.5,100.5,0.2,308,276
1702,848,6,343,15,849,100.5,100.5,0.2,332,276
1703,849,6,342,15,849,100.5,100.5,0.1,308,276
1704,849,6,342,15,849,100.5,100.5,0.1,308,276
1705,848,6,342,15,848,100.5,100.5,0.0,299,290
1706,1018,6,340,28,883,100.5,100.5,0.0,299,276
1707,1018,4,344,28,959,100.5,100.5,0.1,318,276
1708,1131,6,349,33,1007,100.5,100.5,0.0,318,271
1709,1137,6,358,37,1089,100.5,100.5,0.0,313,271
1710,1136,8,366,37,1127,100.5,100.5,0.0,322,299
1711,1146,8,373,37,1146,100.5,100.5,0.0,322,299
1712,1380,10,378,56,1185,100.5,100.5,0.0,332,285
1713,1380,12,384,56,1226,100.5,100.5,0.0,332,290
1714,1382,14,391,56,1270,100.5,100.5,0.1,336,290
1715,1380,18,398,56,1297,100.5,100.5,0.0,336,308
1716,1380,18,398,56,1297,100.5,100.5,0.0,363,308
1717,992,20,402,26,1307,100.5,100.5,0.1,363,322
1718,992,20,402,26,1307,100.5,100.5,0.1,363,322
1719,845,18,403,15,1034,100.5,100.5,0.1,363,345
1720,846,18,402,15,941,100.5,100.5,0.1,363,332
1721,846,18,402,15,941,100.5,100.5,0.1,382,332
1722,845,14,382,15,852,100.5,100.5,0.1,382,340
1723,845,14,382,15,852,100.5,100.5,0.1,354,340
1724,845,12,364,15,840,100.5,100.5,0.0,354,332
1725,845,12,364,15,840,100.5,100.5,0.0,354,332
1726,843,12,349,15,839,100.5,100.5,0.0,349,313
1727,846,10,346,15,842,100.5,100.5,0.1,349,313
1728,846,10,346,15,842,100.5,100.5,0.1,354,313
1729,846,8,341,15,845,100.5,100.5,0.1,354,327
1730,846,8,341,15,845,100.5,100.5,0.1,354,327
1731,844,10,338,15,844,100.5,100.5,0.1,336,308
1732,844,10,338,15,844,100.5,100.5,0.1,336,308
1733,845,8,337,15,844,100.5,100.5,0.0,336,313
1734,846,8,337,15,839,100.5,100.5,0.0,336,299
1735,844,8,337,15,846,100.5,100.5,0.1,340,299
1736,841,8,337,15,845,100.5,100.5,0.0,340,318
1737,843,8,336,15,843,100.5,100.5,0.0,340,318
1738,845,8,336,15,843,100.5,100.5,0.1,318,304
1739,865,6,336,15,844,100.5,100.5,0.2,318,304
1740,871,8,336,17,858,100.5,100.5,0.0,336,299
1741,871,8,338,17,867,100.5,100.5,0.0,336,290
1742,870,6,340,17,872,100.5,100.5,0.0,332,290
1743,870,6,343,17,875,100.5,100.5,0.0,332,313
1744,870,6,343,17,875,100.5,100.5,0.0,313,313
1745,998,6,344,27,883,100.5,100.5,0.1,313,304
1746,998,6,344,27,883,100.5,100.5,0.1,313,304
1747,1059,10,350,31,999,100.5,100.5,0.1,318,304
1748,1059,10,350,31,999,100.5,100.5,0.1,318,304
1749,1060,6,357,31,1083,100.5,100.5,0.0,322,304
1750,1060,8,365,31,1104,100.5,100.5,0.0,322,304
1751,1059,8,371,32,1091,100.5,100.5,0.0,332,304
1752,1060,10,374,32,1057,100.5,100.5,0.0,332,318
1753,1060,10,374,32,1057,100.5,100.5,0.0,332,318
1754,1059,12,376,31,1048,100.5,100.5,0.0,349,299
1755,1059,10,376,31,1050,100.5,100.5,0.0,349,318
1756,1059,10,376,31,1050,100.5,100.5,0.0,345,318
1757,1058,12,377,31,1059,100.5,100.5,0.0,345,304
1758,1058,12,377,31,1059,100.5,100.5,0.0,327,304
1759,1058,12,378,31,1062,100.5,100.5,0.0,332,322
1760,1058,12,378,31,1062,100.5,100.5,0.0,332,322
1761,1060,12,378,31,1058,100.5,100.5,0.0,349,308
1762,1060,12,379,31,1060,100.5,100.5,0.0,349,318
1763,1060,12,379,31,1056,100.5,100.5,0.0,354,318
1764,1061,12,379,31,1061,100.5,100.5,0.0,354,308
1765,1060,12,379,31,1058,100.5,100.5,0.0,336,308
1766,1060,10,379,31,1058,100.5,100.5,0.0,332,318
1767,1060,10,379,31,1058,100.5,100.5,0.0,332,318
1768,1059,10,379,31,1060,100.5,100.5,0.0,349,299
1769,1058,10,379,31,1059,100.5,100.5,0.0,349,313
1770,1059,10,379,31,1061,100.5,100.5,0.0,336,313
1771,1059,12,379,31,1061,100.5,100.5,0.1,336,322
1772,1059,12,379,31,1061,100.5,100.5,0.1,332,322
1773,1059,12,379,31,1061,100.5,100.5,0.0,332,313
1774,1059,12,379,32,1060,100.5,100.5,0.0,332,313
1775,1059,12,379,31,1060,100.5,100.5,0.0,336,318
1776,1059,10,379,31,1059,100.5,100.5,0.0,336,313
1777,1059,10,379,31,1059,100.5,100.5,0.0,349,313
1778,1059,12,379,31,1061,100.5,100.5,0.1,349,318
1779,1059,10,379,31,1059,100.5,100.5,0.0,336,318
1780,1058,12,379,31,1057,100.5,100.5,0.0,332,318
1781,1058,12,379,31,1057,100.5,100.5,0.0,332,318
1782,1058,12,380,31,1058,100.5,100.5,0.0,340,327
1783,1059,12,379,31,1059,100.5,100.5,0.0,340,327
1784,1059,12,379,31,1059,100.5,100.5,0.0,354,327
1785,1060,12,379,31,1060,100.5,100.5,0.0,354,308
1786,1060,12,379,31,1060,100.5,100.5,0.0,349,308
1787,1059,12,379,31,1061,100.5,100.5,0.0,340,313
1788,1059,12,379,31,1061,100.5,100.5,0.0,340,313
1789,847,12,380,15,1036,100.5,100.5,0.0,340,308
1790,846,10,378,15,944,100.5,100.5,0.1,340,308
1791,847,10,371,15,875,100.5,100.5,0.0,332,308
1792,847,10,365,15,852,100.5,100.5,0.2,332,318
1793,847,10,356,15,833,100.5,100.5,0.0,336,318
1794,846,8,351,15,834,100.5,100.5,0.1,332,318
1795,846,10,347,15,838,100.5,100.5,0.0,332,318
1796,846,8,344,15,837,100.5,100.5,0.0,327,304
1797,846,8,342,15,840,100.5,100.5,0.1,327,299
1798,846,8,342,15,847,100.5,100.5,0.0,313,299
1799,847,6,341,15,843,100.5,100.5,0.1,313,290
1800,847,6,341,15,843,100.5,100.5,0.1,332,290
1801,846,6,341,15,848,100.5,100.5,0.0,318,299
1802,846,6,341,15,848,100.5,100.5,0.0,318,299
1803,846,6,340,15,846,100.5,100.5,0.1,318,304
1804,846,6,340,15,845,100.5,100.5,0.0,318,304
1805,846,6,340,15,845,100.5,100.5,0.0,308,304
1806,847,6,339,15,841,100.5,100.5,0.0,308,290
1807,846,6,339,15,843,100.5,100.5,0.0,299,290
1808,846,8,339,15,845,100.5,100.5,0.1,308,276
1809,846,8,339,15,845,100.5,100.5,0.1,308,276
1810,847,6,338,15,841,100.5,100.5,0.0,299,276
1811,846,6,338,15,845,100.5,100.5,0.0,299,280
1812,846,6,338,15,845,100.5,100.5,0.0,318,280
1813,846,6,339,15,849,100.5,100.5,0.0,318,276
1814,846,6,339,15,849,100.5,100.5,0.0,313,276
1815,846,6,340,15,847,100.5,100.5,0.2,304,290
1816,846,6,340,15,847,100.5,100.5,0.2,304,290
1817,846,6,340,15,848,100.5,100.5,0.1,285,276
1818,846,6,340,15,843,100.5,100.5,0.1,285,271
1819,846,6,340,15,843,100.5,100.5,0.1,304,271
1820,846,6,340,15,845,100.5,100.5,0.0,304,280
1821,846,6,340,15,846,100.5,100.5,0.1,290,280
1822,846,6,340,15,845,100.5,100.5,0.0,313,276
1823,846,6,340,15,847,100.5,100.5,0.1,313,276
1824,1030,8,338,28,886,100.5,100.5,0.0,285,271
1825,1080,6,342,33,957,100.5,100.5,0.0,285,276
